,1
train_dataset/receipt_00501.png," CNICKEN PICATTA 46,363 464363 JavA TEA '11,363 11,363 Jumlah Item Sub Total 57,726 Pajak Resto 772 Grand Total 63.998 "
train_dataset/receipt_00087.png," #T + DEPTOZ 24 , 000 TOTAL 24 OOO CASH 50, 0uo CHANGE 26 , 00 "
train_dataset/receipt_00683.png, Shampo Aloovera 46000 48000 Sabun Propolis 31000 31000 Sabun Transparant Madu 25000 25000 Sub Tofal  102000 Discount (0 %) Tunai 102000 Kembalian 
train_dataset/receipt_00725.png," Ch 2 CHOCO   CUSTARD PASTRY 24,000 APPLE CREAMCHEESE PASTRY 13,000 REAL GANACHE 16,500 poTATO SAUSAGE BREAD 19,000 TOTAL 72,500 CASH 72,500 CHANGE "
train_dataset/receipt_00414.png," bluberry pastry 12,000 12,000 TOTAL 12,000 CASH 12,000 CHANGE "
train_dataset/receipt_00656.png," 8 1 2 6 1 Rt Aad42 RAKUNI KM KEJU PCS/PCS 00627350101 Rp. 10,QOD 1 C Total: Rp 10,@do 1 7 9 6 "
train_dataset/receipt_00129.png," k 44 Pcs Cheese Tart Rp/16000 ,00 Box of 4 PP Carrier Subtotal: Rp] 00 Tota]: Rp716000. 00 Customer Cash: Rp] 16000 .00 Customer   Change : Rpo ,0o '16000 Paid "
train_dataset/receipt_00456.png," 8easte Deaane haed mush pasta B088D 1 chic ques 5510 ITEMS 2 135,780 Service charge 10,125 FBI 14,513 Total 159,638 05a BCA 159,E38 42 527=223253 "
train_dataset/receipt_00018.png," KinG DeAL Fish ~SM, 4--iLEj ~em)n 74i -Vm ArOUT ~E 37500 JendereD [SWVu ChanGE 72500 "
train_dataset/receipt_00766.png," [MD]   SoFT  MORNING ROLL 18 5 00o 2 PEAL HONEY PANCAKE BREAD 20 } OOo 4  ~USTARD BRIOCHE 36 1 00o TOTAL 74,000 ZASH '100,000 CHANGE 26 ; 0o0 "
train_dataset/receipt_00755.png," 1 Eeeee Seaweed Chicken 42,000 Pedas ITEMS :1 42,000 Total; 42,000 Pay Cash 50.000 Change 8,000 "
train_dataset/receipt_00654.png," ALMOND CREAM CHEESE 28,000 56,000 SUB TOTAL 56,000 GRANDTOTAL 56,0OO CASH IDR 100,000 CHANGE DUE 44,000 "
train_dataset/receipt_00178.png," Laizj92nvs GARISH PC IS.OCO HP6Gooo Plastuk Bag;;oo Fc Keamoa  : ' '8 BCA DFFT? ~` Jodoi , , "
train_dataset/receipt_00066.png," 1 7 3 6 ISI CNFLR 1 43-636 43.636 KQVA BO 1 9.00 9-00 TOTA 52.636 > TAX 10.00 % 5,264 { CRAN TOTA 57.900 TAI 6o.00o KBBALI 2-100 2 Tzi "
train_dataset/receipt_00613.png," Crispy Egg Corn 42,000 Mun Tofu 62,000 Go Hiong 65 OQU 3 12,000 Steam Rice 36,0oo 18,Oo0 Ice Lemon Tea Jb,ooo Iten Total: 241,O0o Servico 7.56: 18,075 PHR iQX: 25,908 Jotal: 204,983 DEBIT BCA 284,983 CHANGES "
train_dataset/receipt_00739.png," M Sprite (L) 25,000 Lemon Tea (L) 25. 000 2 Extra Jelly Lychee. 10.000 TOTAL 60,000 100 . 000 CASH 40, 000 CHANGED "
train_dataset/receipt_00787.png," 1X 38,900 L8 TOILETBRUSHIOZ 38,900 MEGA Discount 3,890- 1X 25,900 TAMNIA 259 25,900 NEGA Discount 2,590- 1X 33,500 UDX GLN GEL 4OX8 33,50) MEGA Discont 3,350- 1X 21.900 TAK 424 RUFFER 219 21,900 KEGA Discount 2,190- 1X 67,600 SIKAT BOTOL/SSC 67,600 NEEA Discount 6,760- 1X 27,400 GOCUJANG 4.200g 27,400 KEGA Discount 2,740- 0.06'X 37,500 Fx CABE HIJAL CURA 2,400 MEGA Discounc 240"" 0.492X 30,900 TIMLN JEFANG 14,894 MECA Discount 12483- 1X 4,420 KONGKEE  TOFu  JEPUN 7,420 KEGA Discont 742- 1X 33,500 #PALM SHU CEL 450 3,50) KEGA Discount 3,350; SUBTOTAL: 246,073 rotAl: 346.065 "
train_dataset/receipt_00057.png," PL . MUFFIN BLUEBERRY 14,000 RB , ABON AYAM 9,000  RB , COKLAT COFFEE 8,000  RB , RED BEAN 8,000  ITEM:4 SUBTOTAL 39,000 PCS DUE 39,000 CASH 39,00Q "
train_dataset/receipt_00307.png," 70 36 3a Ee I & 76 48' 47 75 ETan Ar @ol 3e [87 44 40' 7t 0t 5448 Ee 6 10,455 Choco Peanut SubTotal: 10 4 455 PBi: 1,046 Total: 14,500 cash: 50,Q00 Change: 38,500 =====Z=== La Aaea Gacent Dea 3 Faat Cad cat 0 "
train_dataset/receipt_00525.png," TRIPPLE CHEESE 17,000 17,000 {UB TOTAL 17,000 ;RAND TOTAL 17,000 17,000 LAZZ 7641 'HANGE DUE MILL 'ASHIER "
train_dataset/receipt_00588.png," CHICKEN KATSU CUkn( mICE 6,364 NIKU UDON 49,091 HotochA 10,909 SUP ToToL 106,364 REST URANT Tav 10,636 RAND ToTil 117 000) MANDIR [ 117,0J61 Chancem "
train_dataset/receipt_00409.png," AAnalt4a BBQ Chicken 41,000 Sedang ITEMS :1 41,000 Total  41,000 Cash 50,000 Charige ;9,000 Pay "
train_dataset/receipt_00287.png," TOAST  BREAD 28 } O00 28 , 3 O00 TOTAL 28_ 5 OOo CASH 28 3 0o0 CHANGE "
train_dataset/receipt_00400.png," 446 8 Jalara 304224007  E 3080800282808888888"" Je2*0R0 (TW)MIE GORENG AYAM 31,819 (TWSNASI GORENG 27,273 NASi GORENG 27273 2 ES TEH TAWAR 13,638 ITEMS :5 100,003 VAT 10% 10,000 Before Rounding 110,003 Rounding 3 Total. 110,000 BCA ECR 110,000 83888688#-A3e888888838*22838888488282*88385083286888= "
train_dataset/receipt_00251.png," 1 1 SpFrie Cduvurfy 17,727 Juviuiaia 17,727 rT Foi: 1,773 Totai: j9,jp Lasn; 10o, 68R Cfiariye: 68 , 508 "
train_dataset/receipt_00293.png, ========== F22 ====28= =====2955= =22=2=== Nas i Liwet Nas i Uduk Ayam 00o 1 Ayam Garang Asem 1 Ayaa Feeges Nas i 888 Nas: Goreng Gawan L Mendoan Dingin 1 Teh Tawar Teh Tawar Panas 3 01 Sebtoteharge_ 5/ 0o0 Seru i Rest 10. 20 Pajak 42 12 Total 486. 620 jureeade 404 200 420 2322 
train_dataset/receipt_00632.png," 01 2 MACARON BLUE 22,000 SUBTOTAL 20,0O0 TaX 10% 2, 000 Tota 22 0oo CASH 52,000 CHANGE 30,000 "
train_dataset/receipt_00499.png," Aaa L yifUMi 41,.818 Bihun Goreng 35. 454 Nasi Goreng 31.818 Pembulatan Subtota] 109,090 PB 10.909 3 Total 120,000 "
train_dataset/receipt_00537.png," KOP [ CAM 20,000 TOTAL 20 0o0 CASH 20,000 STOP "
train_dataset/receipt_00214.png," Mi =2E2EEFEEEZEEEEZE222=25022 PANES AYAN 26.000 Dendeng PDS 27.000 TAX 102 5,300 DISC ~J0o 2.00 ITENS TOTAL 58,000 Cash 100.000 CHANGE 42.00 "
train_dataset/receipt_00572.png, RTD Lemongrass 15000 Aloe 1 15000 Sub Total 15000 Discount (0 %) Tunai 15000 Kembalian 
train_dataset/receipt_00585.png," Choco Linirg Bread Ix 21,,00o 21,,000 Tuna N Chicken Floos Bread Ix 13,500 13,500 Sub Total 34,500 GRAND TOTAL 34,500 CASH 50 ,Q00 CHANGE 15,500 "
train_dataset/receipt_00483.png," A aa Lemion Tea (L) 25 . 0O0 TOTAL 25,000 CASH 30 . OO0 CHANGED 5.O00 "
train_dataset/receipt_00481.png," 1517-ROTI KEntanG XEJU ManiS ZJaujo Xi J uu i0o?-Roti KELAPA 8.Dod,DD X Z4.ODO;jU 1437-TUNA CHEESE WKEAT JhmdF_ . 14.5ou,D0 X 14.Soj,Uj 1244-Plajtik TenTeNCAN JedanG O,o0 DaD0 Fotal Iter: Total . 62.Doo,0o Cash Tendered: Iod.OCD,U- Cnange: Jo-DUu -- "
train_dataset/receipt_00747.png," Lron 10 , Q0O ublota | 10,Ou0 Tola] 1O,Qoo OHSHE 10.000 Changa Irinioti  uuus"" "
train_dataset/receipt_00021.png," iO01-Choco Bun 22 . DOD 22.DDD ""o1-Hokkaido Kilk Toast 22_DDD 22.D0D 6D12-Plastic Medium Total Item: Total. 44 . ood Cash Tendered: 50.000 Change: 6 . DOQ Bag "
train_dataset/receipt_00372.png," Croisant Mini (NAM) Ix 18,000 18,000 Sub Total 18 ,000 GRAND   TOTAL 18, 000 CASH 100,000 CHANGE 82 , 000 "
train_dataset/receipt_00702.png," FONG 2 1 2 BIHN CAAR 1 43-181 43.18 3 JEFUK NRNI 1 Z0-O} 20,0 ES NINA REDLLAR i I3.00 13,001 TOTAL 76.184= TAx 10-00 % 7,612 GRAND TOTAL 8343 703 TNAI iOO.OU KBBAI i6.20 FUNG "
train_dataset/receipt_00489.png," 1 PAKET BERZ 69,091 1 BREAD N CHEESE DEL 1 MAC N CHEESE DEL 1 PEPSI DEL 1 P/p THUOSAND ISL DEL 1 LIPTON ICE TEA DEL SUBTOTAL 69,091 TaX 909 ead 4 62 TOTAL 76, @0O "
train_dataset/receipt_00558.png," ####tttttirt # * # ###r##rttt## 3 178 .500 YaKI AdulT 535  500 178,500 shaBu aduLT 535 5o0 SUBTOTAL 1071.ooo Taxio 107 .100 SUBTOTAL 1178.100 CREDITCARD 1178.100 QUANTITY PERSN "
train_dataset/receipt_00284.png," 1 Mrr"" | CA*j kf *0# Tcrt #4dar y 39 , 808 ae n 1374088 n 114,300 cc: 0 ~ht0 9,525 ""} < 1 Totel 137 478 Ja `*20 : Total ;2 8n].n 337, 479 15/ "
train_dataset/receipt_00391.png," A [ CINNAMONSUGAR 17,000 17,0OD SUB TOTAL 17,000 GRAND TOTAL 17,000 TCASH 5236 17,000 CHANGEDUE "
train_dataset/receipt_00659.png," GYOZA AYAM GORENG 32 , Ouo 2 OCHA HANGAT 24,000 OCHA DiNGIn 00o 3 RAMEN AYAM SPECIAL 186 , OO0 SUBTTL 254,000 SVC 5X 12,700 PBT 10% 26,670 TOTAL 293,370 BCAD 293,370 12 ,0 "
train_dataset/receipt_00149.png," iX &,000 HPKTPOLSETSPONZS 8,000: KEEA Discout Eid IX 14,Ooo BENECOL VCHEE 2S 14,OOO Discount KU Discant 1 3 1X 12,200 REGAL. MARIE 125 GR 12, 28- KEGA Discat L Ix 6, Qo0 7 UP' CAN 330 ML 6 , B08 IECA Discont iX 6 ,400 SAKATONIK LVR 10S 8,400 KEG} Discount 640 "" IX 9,300 QUR BELIBIS SBLI35 9,300 Discount 1,400- HM Discunt m U 2928_19, 903 DAUN SEREH"" 5,811 KEGA Discxnt 581 SUBTOTAL :: 53,U20 TOTAL; 53, 020 RG WFLIIE EFT: 53,U0 "
train_dataset/receipt_00722.png," Ralaan d6t0 DTC CRUNCHY  CHOC 157 DUS  15 0 PLASTIK SEDANG BESAR 0 PISAU TART 0 SX @0 FREE LILIN SPIRAL 0 157,000 157 CHARGE1 157  000 SUBTOTAL Total ,000 ,000 "
train_dataset/receipt_00364.png," [RICHE] BLACK SAKURA 57,273 KIWI 0 STRAWBERRY 0 ROASTED ALMOND YELLOW VELVET 8 YELLOW VELVET NATA DE COCO 0 [RICHE] BLACK SAKURA 57,273 PEACH LONGAN MCHEMIX ; GENMATCHA GENMATCHA 0 Sub Total 114,545 PBI (10%; 11,455 Rounding Total 126,000 BD8X9374 BDIP1568 Voucher Payment 100,000 Cash Payment 26,000 "
train_dataset/receipt_00074.png," 2 AppLe CREA""CHEESE Pastry 26 ,000 TOTAL 26,000 Cash '1O0,000 CHANGE 000 74,C "
train_dataset/receipt_00576.png," a Guk0 co:  20,53 N 20),309 XFJf} _` ""Zanol Total 1c #-cABH L WJ "
train_dataset/receipt_00014.png," 4005-Haple glazed 25.Do0 x 25.000 G001-Plastic Small xi Total Item: Total: 25,Q0o Cash Tendered: 50, Change: 25 = 000 Bag doo "
train_dataset/receipt_00507.png," Predut Pectaada hargan Ro . 9,850 Jel ( ter 22 . 10 Jal Rupian Rp.217,085 "
train_dataset/receipt_00211.png," M 648 Coke (L) 25 , 000 Extra Jelly Lychee 5,000 Popcorn Salt (M) 40. 000 TOTAL 70,000 70 , 000 CASH CHANGED "
train_dataset/receipt_00465.png," NASI RAMES 15,000 AYAM PANGGANG 22,000 ES TEH/TAWAR 11,000 TAXABLEI 48 ,000 SERVICE CH 3,600 TAX 10% 5,160 HOLD 56 , 760 BFWD 56 760 "
train_dataset/receipt_00387.png," ALMOND CREAM CHEESE 28,000 28,000 SUB TOTAL 28,000 GRAND TOTAL 28,000 CASH IDR 50,000 CHANGE DUE 22,000 "
train_dataset/receipt_00269.png," Jiiidooo TuNA & CHEDDAR 55,Qoo Ohiooud Onion RiNGS 19.B00 8 #J1qudoo ARUA BTL 6, 60D Total 81.400 9 CaSh 100,ODD ChanGE 18,6DD "
train_dataset/receipt_00144.png," Rice Organik 6.818 Ipc Chicken OR 15.909 Sub Total 22 1 727 P Rest 10 2.273 Tota] 25,000 Cash 25,000 2 Items, "
train_dataset/receipt_00350.png," 0uglliz VALUE MEAL 1 1 29,090 SUGAKIYA RAMEN 0 99 COLD OCHA 1 ITEMS: 3 29,090 PB1 10.00% 2,909 Rounding Total 32,000 Ovo 32,000 "
train_dataset/receipt_00381.png," RB , AI-AI CHOCO 8 ,000 RB , COKLAT COFFEE 8 ,000 ITEM;2 SUBTOTAL 16,000 PCS 2 DUE 16,000 CASH 16,000 "
train_dataset/receipt_00077.png," KP @RAnd|nc Disc. Mrokd STO XXl5 4, |O' 17, IUu NANSFLST Foot 14,200 222 , 400 CTPAIN PatCH 45 3 26,200 78, 600 Total ter 118,101 Total Disc. Total Kelania 11S, I00 Juria i 120, OO0 Kebal ian 1,900 fPN 10,736 Kritikesarana1500959 SHS 081 L234 "
train_dataset/receipt_00520.png," Premier Miriera] Water (L 8. O00 t1) 1 Lychee   Tea 15,000 Subtotal 23, 000 TOTAL 23 , 000 Cash 32, 000 Ckange Due 9,000 "
train_dataset/receipt_00590.png," BREAD BOX 4,000 3 PEACH PASTRY 51,000 TOTAL 55, 00O CARD 55,000 "
train_dataset/receipt_00480.png," KUL 41 Pc Cheese Tart Rp2900o . 00 ** Subtotal; 29000,00 Total; Rp29u00 . UO Customer Paid Cash; RpIOOO00 , 00 Customer Change: Rp7100o,00 "
train_dataset/receipt_00111.png," OCHA 8 ,000 CHIC NAMBAN BENTO 58 ,00o SUBTTL 86 , 00O Pb1 10% 6 , 600 TOTAL 72,600 BCA' DEBIT 72,600 757 "
train_dataset/receipt_00799.png," Es Kopi Rupa 18 , 00o Total 18 , 000 Tuna 1 19,000 Kemba | i 1.000 "
train_dataset/receipt_00485.png," TRIPPLE CHEESE 17,000 17,000 {UB TOTAL 17,000 ;RAND TOTAL 17,000 17,000 LAZZ 7641 'HANGE DUE "
train_dataset/receipt_00447.png,"  BAKE +1 Pc Cheese Tart Rp29000 , 00 #* Subtotal; Rp29o0o , 00 Total: Rp29000 . 00 Customer Paid Cash: Rp5oo0o , 00 Customer Charige: Rp210oo , 00 "
train_dataset/receipt_00401.png, Dak2 04880 C#puf 25 455 B an Gjoia 273 Rot 32 728 Realo 888*{04 3 273 2  Tolal 36 001 Cash 36 001 
train_dataset/receipt_00592.png," NB AYAM 41.312 TEH/ES TEH MANIS 7.727 2,OOxITEHS PB 4,966 TOTAL 64,600 BAYAR 100.fdd CHANGE 4.5 "
train_dataset/receipt_00098.png," WALL 'S FEAST CKLT.65 5400 5,400 CMPN TROPICANA. CHO75 5500 5,500 MAGNUm WhT  ALMND 80 15000 15,000 HARGA   JUAL 25,900 TOTAL 25,900 TUNA I 25,900 PPN= 2,355 "
train_dataset/receipt_00207.png," Kupon 8,182 Kupon 20,0Og ARGE ICED LEHON TEA 124273 Subtotal 40,455 PBi (10/) 7046 Round Dine In Total 5OO Cash Rp-50,Odo Change Pp.S,SW0 "
train_dataset/receipt_00467.png," THAI ICED TEA NO SUGAR 022 , 000 22. 000 SUB-TOTAL 22, 000 GRANTOTAL 22.000 CASH 52.000 CHANGED 30 . 000 "
train_dataset/receipt_00509.png," HA [ CMP SPC 29 , 090 TX1 4 909 TL 53.990 CASH 54,000 "
train_dataset/receipt_00260.png," 1.0 BITTERBALLEN J3,Q00 1.0 NOZZARELA: STICK 55,000 1.0 Nougat IcE CreAR 20,000 1.0 SaUCYS BROOD 48 OCO 1.0 AHANDEL BROOD 18,000 1.0 BOKKEPOOTJES 904 Qoq Sub Total 235,@0Q Tax 23,500 Total 258,510 HEBIT CARD 258,500 Henu Iten(s) "
train_dataset/receipt_00047.png, ICED TT 20 00 TOTAl 20 ChSh 50 00 CHAMGE 
train_dataset/receipt_00704.png," Cheesy Chic 18, 636 Rice Organik 6 , 818 K Criees Chic RC 30 , 465 Moca FLT QVLTIN 8,636 Perkedel 5,909 FFrles Large 18,182 Sub Total 88 , 636 Pembulafan Rest 10 8,865 Total 97,500 Cash 100,000 "
train_dataset/receipt_00563.png," Mocha 47,273 Cappucino 36, 364 Ice Tea 0 Ice Tea Lemon 29,091 Lemon Juice 36, 364 Croque Mme _ Mme Beef 87,273 Caesar Salad 72,727 Canele (Mini) 31 , 818 Subtotal 340, 909 PBI 34,091 Total 375,000 G0 Fay 375,000} Tota] Item Total aty "
train_dataset/receipt_00734.png," 6501 33 Ouo 16 500 Enn  {~F:ve~ ~ Sojon T 60,305 Sennokun ""mn 7750 7K Sats Jc%< 59,425 MSNAEPY'"" 50,QQO 0125 326860-06- 729000026 500 704001 = MILKIS OTTE 055755010 "
train_dataset/receipt_00505.png," MACARONI 10,000 DISC ITEM ~30 ,000% 3,000 2X @9500 LUHPIA 19,000 ~30 . 000x DISC ITEH -5,700 AMOUNT BANANA KISHIS 8 ,000 -0.000% DISC ITEH -2,400 AHOUNT SOSIS SOLO 9,000 DISC ITEM ~0 .000% AHOUNT ~2,700 LUMPUR 8 ,000 DISC ITEH ~0.000k AHOUNT -2,400 DAUAR PISANG 8 DISC ITEH ~0 .000* AMOUNT -2,550 KlEPon 8 ,000 DISC ITEH AHOUNT -2,400 BUGIS 8 DISC ITEH 30 .0007 AHOUNT 22,400 SUBTOTAL 54,950 PLASTIK   TENTENG 0 TotaL 54,950 ,500 ;000 "
train_dataset/receipt_00415.png," 4 CAHA ALMONDCHOCO CREAM CHEESE 28,000 28,000 SUB TOTAL 28,000 GRAND TOTAL 28,000 OTHER2 0710 28,000 CHANGE DUE "
train_dataset/receipt_00278.png," C 1X S-Fresh Lemon Lime @14,000 14,000 10ox IX S-Fresh Lemon Lime @14,000 14,000 Ox IX S-Fresh Lemon Lime @14,000 17,000 Bubb les 3 ,O00 10ox Less Ice PB | 4,090 Subtotal 40 , 909 Tota 45 ,000 Cash: 45 , 000 CHANGE ; "
train_dataset/receipt_00127.png," 1 20,00 TT TOTAL CASH CHANGE "
train_dataset/receipt_00792.png," KOP [ CAM 20,000 TOTAL 20 0o0 CASH 20,000 "
train_dataset/receipt_00205.png," L 25. 000 Lemon Tea (L) 20, 000 Popcorn Salt (8) TOTAL 45,M00 50, 000 CASH 5, 000 CHANGED "
train_dataset/receipt_00673.png," Caramel Sma| 1 38 . OO0 TOTAL 38,000  CASH 50 , OO0 CHANGED 12,000 "
train_dataset/receipt_00750.png," Bakpao telur asin 22, 800 Caj Mieo 1 800 caisim special [ 800 Carsiupau Ayam 80C Fish Glue 8 Jamur Isi Ayam ; 80C Jamur Kup"" 1, 80C Kai Ian hongkong 15, 800 Kuah Kaldu Ayam Kue Macok 800 Bargsir S 6 Roecienoki # 4, B08 Sutake Kombinasi 1, 800 Tahu Jepang 1 80C Tahu Sandwidh 28,868 TOM YAM Udon 19,800 Chines Tea Tea 1,6OC J Tahu Isi Ayam 3 5, 60C Green_tea Dingin 84, Nasi Pytih 68, 60C Bakso   Ikan 25, 800 ITEMS  TQTAL  605,600 Promo UOB 20% 100, 000) SUBTOTAL 505, 600 Services 5% 280 TAX 10% 65, 888 ToTAL 583 968 BCA MASTER 583, 968 2, ing Green "
train_dataset/receipt_00689.png," dada dada 22.000 22.000 ateh Tanar ateh Tawar 2.000 2.000 SUBTOTAL  24.000 DISCOUNT TaX ROUNDING TOTAL 24,000 Penbayaran(Cash) 50.000 Change 26.000 "
train_dataset/receipt_00496.png," BBQ Chicken 41,000 Pedas Mineral Water GQQ ml &,000 Ten; Pucuk 350mi 'Q0o ITEMS : 58,00Q Tatai: 56,000 Cash 6o,j00 Change 4,0QO 8838622750222223338632235222222862203062362 Pay "
train_dataset/receipt_00230.png," SAMGYOPSAL 97,000 OGYOPSAL 97,000 YUKHWE 150,000 RICE ; 15,000 JABCHAE BEEF 95,000 OCHA DINGIN 15,000 (REFILL) SUNDUBU 0 CHIGE $ Sub Total 469,000 Service 23,450 VAT 49,170 Discount TOTAL 541,620 "
train_dataset/receipt_00363.png," #x JE4 BEEF CURRY UOON 62727 SU3.TcAl 52.727 RESTAURANT TAX 5,27] GRANcTOT l ~CASH[68,cc] 58,000 3nze' 2.338 04 30890123 00337380 "
train_dataset/receipt_00249.png," PKT AYAM 33 ) 000 1.OOxITEMS SUBTOTAL 33  ) 000 TaX 10X 3,300 TOTAL 36 ,,300 CASH 37 J 000 CHANGE 700 "
train_dataset/receipt_00497.png," SOUR CREAM N ONION 17,000 17,000 17,000 SUB TOTAL GRAND TOTAL 17,000 CASH IDR 52,000 CHANGE DUE 35,000 "
train_dataset/receipt_00063.png," Unn aana D 4 PIS COK KEJU 11,500 DISC ITEM ~20 .000% AMOUNT -2,300 COKLAt KEJU 11,000 DISC ITEH ~20 ,000% AMOUNT ~2,200 BANANA  KISHIS 8 ,000 DISC  ITEM 30 .000% AHOUNT -2,400 SUBTOTAL 23 _ TotAL 23,600 cash 50 ,000 CHANGE 26 ,400 ,600 "
train_dataset/receipt_00157.png," 2X S-Matcha Macchiato @25 , 000 50 ,00o 100% , Less Ice 2X S-OvaItine Macchiat @22,000 44,000 Less Ice 1008 Tota]: 000 Cash: 100 , 000 CHANGE : 6,000 2 94,( "
train_dataset/receipt_00651.png, ^ Elevenia Swoothies 720 Subtotal 0 C Pajak Restoran Poa Total 19 CEC ELEVENIA Lo Don CHANGE Fard 
train_dataset/receipt_00097.png," ORIGINAL NO SALT 12,000 12,000 SUB TOTAL 12,000 GRAND TOTAL 12,000 CASH IDR 52,000 CHANGE DUE 40 000 E7= "
train_dataset/receipt_00514.png," 2 2 PIE 22,000 CREAMCHEESE  PASTRY 13,000 35,000 XASH 100 ,000 CHANGE 65,000 4PPLE 4PPLE TOTAL "
train_dataset/receipt_00527.png," AYAM GR SALT PAPER OPEN KITCHEN 102,00Q MEDIUM ##PESANT# AyamnYA DI FILLET ##PESANt# TAHU LAMPION 165,Q00 ##MEDIUMt= FREE BAKMI ULTAX DPEN KITCHEN MEDIUM ##PESANY* SUP JGG KPT 132,0oQ =XMEDIUMI= AYAM PANGGANG 168,Q0Q CHINESE TE @14,000 28,000 Im LUMPIA 71,00o EXMEDIUMI= BUNCIS BWG PTH /M OPEN KITCHEN 78,000 NASI PUTIH @10,000 50,000 20* DISC ULtAH 143,200 - 716,Q0Q Food 28 ,00Q 50,000 OTHERS 650,800 SUBTOTAL 79 ,400 TaX 640 SERVICE DUE 777,840 KHAN VDANG Cd BEVERAGES  CHARGE "
train_dataset/receipt_00290.png," CORDON BLEU 49,OF0 28,160 Juklan Item Aab Total 881130 Pajak Resto 818 Grand Total 3q0 107, "
train_dataset/receipt_00495.png," Fla A@UA: BOTCL 5,455 SUBTDTAL 5,455 Pb 103 J0.4007 AMDUNT 546 TDTAL 6,6p1 CASH 6,001 "
train_dataset/receipt_00086.png," BUNCIS  MUDA TE '20. 000 Qty: 1 Subtota] 20 . 000 SC 600 Tax Tota] 2 .060 Grand Tota] 22,680 "
train_dataset/receipt_00088.png," 5 KUE PILUs ASIN 210,00 x 16,B00 KACANG MEDAN 302.00 X 28,690 TOTAL 45,400 Disk Member Diskon PPN : 4,549 Netto : 50,039 deBIT BCA : 50,039 KEMBALIAN : "
train_dataset/receipt_00460.png, Masker Bengkuang TI000 11000 Sub Tolal 01000 Discouril (0 %) Tunai T1000 Kembalian 
train_dataset/receipt_00638.png," 1M: Hah ""l SUB GLAL TAX 2888 IiAl (( )() CASH S0, (O Change 20, ( Vwha h MX ' . "
train_dataset/receipt_00618.png," J0 SUKITAKI BEEF RICE DEALJAVA 41,728 SUP ToTAL 41,728 RESTAURANT TAX 4,173 GRAND TOTAL ~PLAIN [45,901] 45,W01 Changc 0 "
train_dataset/receipt_00141.png," 0617800221 HOME CHARGER+KABEL 138 IPS T5 C ooo 130.000,00 130.000= 00 1,6 Total: 130.Q00= 130 . QOQ , Q0 Bayan: 0,00 Kembali: ,0@ "
train_dataset/receipt_00478.png, 10 12.727 Re. 127.270 Pece] Pincuk 5 3.182 Re. 15.910 Tahu Bacem 5 3.182 Re. 15.910 Tempe Bacem 2 12.727 Re . 25. 454 Empal 1 25. 455 Rp. 25. 455 Peyek Parce] SubTotal Re. 209. 999 Total Re. 209. 999 Ppd 107 Re. 21 . 000 toTaL Rp - 230-999 CaSh Re. 250. 000 CHANGE Re. 19. 001 
train_dataset/receipt_00378.png, Kopi  Susu Sudirian Hot Ix 18.00u 18 . OQU Subtotal 18 . 00o Tax (10 .0% ) 1.800 Total 19.800 Cash 50.000 Change 30.200 
train_dataset/receipt_00024.png, 1001-Choco Bun 22.00D 22.000 1032-Double Cheddar 26.O0D xi 26.000 6002-Plastic Bag Hedium Total Iten; Total. 48 . 000 Debet  48 . Dp0 Card 
train_dataset/receipt_00727.png," Ayam Goreng Crispy Spicy Ix 48 , 000 48 , 000 Capcai Seafood Ix 49,000 49,000 Chinese Tea Ix 20,000 20,000 3 Cup Nasi Putih 3x 10,000 30 ,000 Soup Baso Ikan Ix 35, 000 35,000 Sub Total 182, O00 Service 9,100 Tax 19,110 Rounding 10 GRAND   TOTAL 210,200 "
train_dataset/receipt_00113.png," ICED CM .22 0OO CASH 22,000 "
train_dataset/receipt_00684.png," chocolatE SUNDAE 84636 AR FRIES 8,236 TakeAway Charge 90e Sub 18,181 1, 818 Away 20,Q00 Q0o REGULA total (10/) PBI Peund Total Take 20,5 Fash  "
train_dataset/receipt_00324.png," Iooloo 1 medlum tub 39,200.,0 39,200,0 Subtotal: Rp35,636.36 Tax 10,00%; Rp3,563.64 TOTALI 39,200.00 Pald; Rp39,200,00 "
train_dataset/receipt_00665.png," 2X 385 , 000 MANUKA HONEY 770 000 TL 770 0o0 CASH 770,000 "
train_dataset/receipt_00512.png," 1 Bado Gado 36,000 1 Nasi Rutih 0G 7 , Q00 SUBTOTAL 43,0o0 Totel do0 Cash 43,d00 43, "
train_dataset/receipt_00216.png," #mmetnenian#ene #i#e#n k i#n### 1 CAPPUCIND CARANEL 20.903 Sbtotal 20.909 PAJAK 102 2,091 Total 23,000 T-CASH 23,000 "
train_dataset/receipt_00698.png," CHEESE VOLCANO 23 _ 000 TOTAL 23 ,000 CASH 23,000 CHANGE 0 "
train_dataset/receipt_00049.png," Swee; Pum Potaro 23,000 ITEMS 29,008 Tata Pay Cash 29,DQO Change .0 "
train_dataset/receipt_00774.png," **xr*+r*r# *r*rrr* SAnGU TINBEL KOMPLIT 45.000 SANCW TUtUG Oncoh 45.000 TOGE   LAUk ASIN 20. 000 TERONG   BEJEUG 15,000 TeX  SEREH 25.000 Subtota] 150.000 PPN 103 15,000 Ser 52 7,500 5 Total  172,500 Haster 172,500 "
