,1
train_dataset/receipt_00501.png,"ie '

x |
Bs {
BS ;
"
train_dataset/receipt_00087.png,": a ~ . mia = ard
oy eet ae
a Does fg es a aE _ .
i era oie Cin ms ig
a adic. 5 ae
ae: Fe: Loins ae Pe ee
iia co age a
Pe £ Cite See
ee oe
. ee eS ae
grin igh
= en eats
per at Fie ed ae
pi Bag ge oe
ee
porta
"
train_dataset/receipt_00683.png,"champo Aloevera t ABOLIO
26000
S abun Propohs 4 440
4900 37000
Sabun Transparant ‘
Madu 1 25000 26000
Sub Total 102000
- Discount (0 %)
. .
Funai 102000
ee
Kembalian 0
oa He a
ae neee .
' fete ee Ft
edie tat aor | a
Wei
Scape
"
train_dataset/receipt_00725.png,". Tot a ae NB “7
ee ae eG .
“eee < Re
wh [js era Sty
He Piety : _
Te ae: ao
4 a
—_— een.
'
2
ait
“Et we
tee gt ge.
+ ye a
Py,
nae
| toed,
y pat 3 gl
Tend E li ba 44
;
a
: ot  aaneneeieneel
e
"
train_dataset/receipt_00414.png,"—=————“‘—F
if ' tried 4
Mo
bluberry pastry =
noe nena nN Z tO 12,000
TOTAL 12,000
CASH 12,000
"
train_dataset/receipt_00656.png,": . ; eee Te io :
so - we ES -
Cle BERR I meg —s - :
: re : co
x oe * : Sea IS BO ay ean Kasay
‘ r - : "" - ur : 7 AS J
oe ah BR aS esha ta
a Ce BR ke eis ators
wen Wi cokes es yar
ee a Be ees
Wider nareies, nn ees RTS
MCR aN RS siete a
Res 8 RNR Fee Eas
“ rohit Nye Baie a oa Pere: sybte a
nan gli SR .. pe ea a
ve lpg A EE ee ee ee en eatin cee nn ee Ee gen tea
Sy nko tects Became OT ey
Me cela teen oad Rete oe
coe sate i Sie: atti Pe pete et
pS Bae ee wee ne ae pare et
bi igara aie a preg ype Bese toh
Spa bene. GoM BETH Brg pce eee oS
ctr hee aren eae AL AR BELL PUBS) aoaAt Bo Se ge
Pe Terence le nas i; Gr: ii eee ee
A EOE 3H i He BE emi TE ey
io eee I aL woe Sh Se
7 “Sapte eRe ii eg cerneee ne ec eee ee ease rnin se enorme en ins
ee piel p eter pene onto x . s
ae pa OTe ceo ans WN en ae)
Su ereet ee 4 pehet i fer, if, 008 ee
seh Aa ge eet PORaLt . mee . Be
he a a ere “ ate OT = ge
ee i Siete dt _&§ a ae
ee Dre oa ky a see rE
a eee Dees jf nes
rs ey ES aaa a. ee
pO Hep pet ~ Se
ro ae agent ; 6
= a _ °
ahi .
eae, z ae
ane 7 * ¥ ees we
7 ad a “ . :
"
train_dataset/receipt_00129.png,"\ \
ey Ye
PY Yj
1 4 \ é
=
0
F
no Pie
td Poo - UReese Tart Rubino
“ : A
Ex of ty
PP Carr Ter Se
7 tale Bovine
Cutan SB HBGUG OF
oral: Re116000 gq
iulde: DUU0 OO sedi
costomer Fald Cash: SREP OGG Gn
Customer Change: RAe
: . r | E
- ae ee |
ns Pa ¥ |
ee _
 —_——ae
a Bee an F — |
—_ |
ay: a 7
"
train_dataset/receipt_00456.png,"a - a ee
(1 Dgleyls me / /
eae Giea:
/ ; ,
i eee ee
OE ee
eM
oy ppg ERS og ON a ee pie oh SB yO
| eeentennnnnensannnnenmaneransenaanianeunannnnnaanns
ONTEMS 2 35,00
ae eee
Pee eee
"
train_dataset/receipt_00018.png,
train_dataset/receipt_00766.png,"a ee ere. sree 7 Pena
a j > OE
‘ Fd ; .
‘ é
; ol hyaee .
1 [MD] SOFT MORNING ROLL 1B it — %
2 tEAL HONEY PANCAKE BREAD Zid oe
4 SUSTARD BRIOCHE 360 ON =
—_ a of, , =
TOTAL 7A 000
[ ‘ 3 at J ‘=
DASH PL
“HANGE 26 , O00
wi - ye ee a
Sw
=
ae
- 4
ee ’
"
train_dataset/receipt_00755.png,"“"" |
beers Oh awe
' leben ote
peeseree note Whee
T ""Seaweed Chicken ——SSC«2,000
1  -Pedas 0
ITEMS :1 42,000
Total........ 42,000
Pay Cash 50.000 (Change 8,000
wu oe tmmeresge fhe
poe ee
LT eee
Pe Ca cg 9 0 RR Ig Et Gas et
OSCR rg PMR OP EERE es
"
train_dataset/receipt_00654.png,"a one a nantes cee ME
ey SM Ae gee in
oe 4 Fay mage gt “
2 Ahem ee hai a ve :
3 ao ™ ghee :
eS - coe Sz
ayes iy: - , i
* = 3 J tey - . ‘ a d
ds “May
eS Es a, a’
oS ing
ae pe sos
gi gE AL MOND CREAM CHEESE wires
Se a 2 28,000 Se 200
— i ae SUB TOTAL 86.090
wea i Mt
Oi e | ; :
aia | GRANO TOTAL 56.000 we E
_— We © CASHIDR 100,000 a :
Cees i a
yee cree, SE 1 CHANGE DUE 4doce
cage i : a
By. ase a :
iB Re aa 8
ge ty Ee
aon GP soso
Pte nn om PR as” :
ed ‘am a i i
gs é: ® a
oa oe oe ‘pies
Pe bia aap : so
39 3S A
gt gee MR oe the
Ss fog 2 ene
or Coe"" “Soe eae
Pe 4 Se a
: Sn 26. ee eae ;
j oe eh EES SR a
wo ce ~ 8
ee aes “ =
Ei < SH ig : TRESS
bee > cane ae “
ee ge ee
"
train_dataset/receipt_00178.png,"eo
ae
es
ewe oe
; ee
ee.
ee a
—
"
train_dataset/receipt_00066.png,"a 2 Uh eg
FSP Ry Ps. fp Sg ct dor. zt
UB BS OE RS py Fe OF ese BAT Et ob Bo
Bes ep Bier Geta Sa kD ee ee peo ua
Re thse, eae ESE SE BU ONE DR se ee BE eB aE : ‘
Seater ah cence ve 8 Deere ora « SE eS, Bee gs Ee fbi ese ed, . Se Bs. 7 ht :
ers er a pee es Bee Pes Beary ge Be a ae SAT a a 4 ergs PB ge pO
AREER oT ds oma eee aera Des Bees ake nd ge Ab ge Peg oe ote A pe de poh .
arene 8s er ean eee he zs BE To Rn Sy Peabo OB Re FL Pigehe ys -
a NE ee Ree ea oe ENG Se GR Cpe get Peep Pe hep SRE once t CUR By
ee ee tek Pure ae Bente gg OM EOE SPE e os gr RoE po ge a :
Seen serve oe Ry eal Se RAS Rs ae a. By ees Bib bs: oe Pode nen oe. ah, EE. oe Y eRe z SRee 7 FU: L to ;
Seo ta) Saree ee. eh ope AB ea be Boe Bg RE VG
OOPS Sh ESO BCE ete Seiden ee Pe Ris aha eee Bree EM Ba Be - bop te Cy eee : “4 8: : .
err aes tf ae ees tet ee See be BS OB Bf pds oboe MP ES Por AY ob co ge
OO SR ORS ES ae Rie ae era Ber gt cect Bees Ge eR OR Bey eae wo ge et ee ge / Boas :
eS are wee pee Popes Ch $i eke a wa Se dy Bp Pe OE geo eh Ty RR Pog og i Fa, : i
weer eae ope tee sage a ae ye Ee | { She fe Bok EE oo Py
rr aera ae Pam cae st pe tN ee i peer a : § se SEY oe. S Voy oopL gb Pea. - : pet : moe ‘ >
Ere ste eee MSs ef rene eebava EE Bo) SP ge bce bbe. an NRE pe an : ‘
ee pert (ne a Be tek heed of ee eh peg aon pt i Pe ee CR Bw mo sR j . i
 , ey boars Pope peo yg Ft | - a ne
: ; a set cay oe Ree oe ae ae : ia Be i See oe Be af / by Fh yp SOP ge he oo 4 4 ,
ares no a SS EEN 4 DoeD: Bigs |: Fh. yok Bo. ‘ aa ey of, . * Lo
moe es ac ah SS ete eee a oRe, h UB s ag ‘ : i : % . :
BO) Se ae Pe ea ah Ese y. | eff Po ge. rr / oy ge o 7 i St
a 7 amen a Roe ae ines oe wet ee : tof - see Sd Ss OE vos : 4 ¢ a _
me nr are CE a. wee] reads: the es ph bo hah. Rha i a aera 7 _ * fo: $b 8 |
a ar - Eee eS > « Guat 2 meals Sree Shee . - - ee : + $ . .
ree err eh ty Cea tor. f
E woe rate. | , "" : - Ro Mad t hos t
errr Ns Hi
ras ciate, : aos : : i
a 24 ‘ pe _ 4 i . an
aR Ba _ SO Fg
ee eas ee Ee. ee pe oe . 4 : i & . f
; ae en eee ed es i - Cy \ . : ‘ ‘
oa a es, a : A
5 a 7 eREneSe Sse) ae. q :
es REESE: $= m4 . : i
; meee re
; ania. a oe nO
Rae Sos. fe ' i : .
: nee 4 - [Oe . - . t
7 Sener be MG] i ‘ \
SETA tes. ws / : . 7
Ho Seales? ° - ® \: ‘
Bae ar » 4 ¢
ee of a DO
BS er ” 6,
Beene ;
BBE oy :
Ege Bra, ok ‘ 4
Bee a
earns Pod : poe, -  g
Papiemartiese oe Bey 4 \
pert we it . oe =
Ce enon e ""4
ame : “ ve ‘ on, /
ie yecr . (|) Ee :
eee - Wes
Bee ea : oO .
ee BS Sy '
eaten es} to Loot . << ‘
Weise: * mn So
a Sees wos (-jt sy . oo :
Cs Bore ae co fh -f ooo oe .
Poin aos ‘eS tae9 -
a eaters Be = \oy) 8. : a
— eee Ba x Se : eos b chee A Bs
. nels. ne, > . Pop a
Re o& Ay - f
C aoe eye wef Bo URE :
= oon i , Jrentad sn ntvannestaensennanuserenees a: ane |
ee —_— ee li Be %
a eee Begs . . . Ne 2 oe
ee ee poceeanmcnmatanees “oP ; 1 :
cr atte BGR , ye ; .
er i a aT
Bes f “fut e ;
pe wi 4 be
y Re Bed :
BRS sg Pp
eke og be ‘ g.
Sao 7 ~ 2 ASS * jt
a ne : One a ee ee
RRS en PTAA ecb :
ee ys  CAFLR RNAP ode be 4
ey dg , NE LPS POR gE
aad oo = F.000 A
i 1 7. ee ee
Echt eS. -— 8 ee bp cy
ees 5 , oD :
ne tte Gusts who wee: OE
TET eas Fig | Po o
Ors Tere : ek | oe
SG Sg “ad hoe ee ,
7 cee SERRE ee - Rote. :
7 ane < ep Aa AY ws Be ae 3 - ye i
ee 5) a 7 OR
bone ee 0S re . ” oy! ro ChE
; a sr wea ey om . ai. 4 yh :
; a Bi A de ca ME ooge : .
i a ee A : . i} { } wo hte .
; Beds cree, re ‘ . we = m4 coe he 4 - $ ‘
ae TA She Sk
- Bee Se. - . Le “Wa
: on aS an - ea, | A ho, 7
ee | , | fe ~~ £ Poy
ck we Ee | 3 Pik J : ye =. : ’
eS ee
a os . Rt
eg a ar aa
a Loe bot speneipusens Z| BS > , ° .
el : ve HET ere cnsanareqteatn "" “~ S a4 .$
. - m 7 Saaremaa — oe a mR S us . ,
- = p ae nf Sey Dey: URE e pa ans eh, 5 . i
et ae Wats WE * pte Hp ae Bs Bees: a ae of : :
5 ; “. re EM cd ee RR We eee i, i BB: 2: 2 REO ABR poe . oo
aE Bik dn. pssneetndit ¢ eS ery BMRA ci iT e% eo ret eek ee EB ote ee Bape &
Bae eee tes Rae Se Beit: Gee) Bee oe i Tes Bat Ba ae Be Ba oe 8 RED ER. eBor re Ro
een peer race Bere Bee ee eae See eee We ge S EN ro Be Birt pai Sh. MER a ack a!
ht Rra.) seat eee St | A, LAS Be Oe A Sas ey te Men eae OS F148 | Po ee. db so ti, 3 7 a
Po gee Gemma PS eps Bete 9 Ce 3 ie Os eRe ES bens Be Oo le oe a SE 1 Be po ROR C4.
5 een Sk tra ose ee pet nae Bee Ry 7 ae das Bea Ba Poe ae ae Ree 2 es oh a PEO Ry Gos “ Bt
. we Ea ak Eames, © 1: aN Fee Rng bY gh aaa <a at Be SE oye Bee: & 4h 3 ves BS Bee ee a yo .
CR a Se Pr ameene Lae BA WE Se oor A ay ee pee a ee My are: EST ace ey we 2 eS OA BE
RE aero: | Vet eee es i Sees Re By. Se Bee hm Bs ee eee ee ETRE. SRP eek OE
ey eee Seocarmee dee. ""74 e Base 3 Se ay pe a} ee th “Be ay: Bae Vet Sieh Geese 2 e PBR oe E fp Pl og
an RRS ere Sg ie eee sae oe BS ee eas ga Bes tes Se ee Be: theed 4
ee red Sr are Bien 3 aes Be kote as jae ely’ A y ESSE Salas Ti) S15 eh er ay a 4 Sy te ee Se et Sop Re OE ROS. oe
Ene ies eae aa ew Fa eS pat cates ibe AE Re Het Pee ee Ey “hb
ne oe ere Pam king BS Se ee er cS Be i re Coe ee SS Pee eee BE Be OR Ae a og. BR BR,
eer, Sree See OE SEE See get ae Airs UE ee ee ee gy ee EER :
i er i: Se CSRS OB Ra a ee Se ae ee ea ae i eae ene ees Be Gh Bee Mee Be ere ee eB
a a a wba eal Se pie Sa a pc] EE ee Bk tae Sa oo a pee Sara: Le SU ee NR ZO set Cie Re ee ee eZ ye Bs
ee cee ee Pare heee ae Oe CO ee Stee eo eee Be ed ae Oe peg Se MRR, ee i SE eR
ee ns Gas ee eee Fe enie g F eeCR ne Beem a Py ae? Vie Ceara ed Pid Chg Se ky A oR AN es, SI ETS ey ‘.
eee eerste A eee ie eS as eae ae Pee ae ee © ote BU Bee eee RL
ee eee ee eae ka: an hanes OEE eee ere ee tol gk ee es ee
err come ane er nS, is heer ae CaS ai oa Pepa a SA ean ed Tie eee Se ee ee: ee See Btw Bese ake ogee Se Be Re ae .
ae pee een! = a nee se TC. See o oy ike aS ca cBate', (Me ae, 3) 3% Rott uae bes eS te Bases ers 4 aie paca a 8 at
Parra SO aa a RSS cope: Be Se eS EE: Bt Me eS | SIGE Coy Bae” SBIR Saeed yada cea ee Aer yt
tens a eee coe. FR beet Ee he hes a fe * SS Wes, see ons A MACY: Shed pe AT MB Fee Re mite Be Bey Gk,
ee eee Ce er ee er EE atta kes CE te ae A ee Poe ha
ee Los pen 8 ca aER care Parana merce yr: Rares es Bic oes E SO San ere ee eee Re ees Eat ayy “Spee 8 Bead 2 SEN eT ee Lae oe
Ree eee eee Sec LEAT cern, Co WAP ae ES hak So 4 ek nh Bera cee eee - Eaky OS; ce. ae ie Bee Recs: recceeee BN ie BS oe
ee eee ee ca kc eang aeces es BO Rae eae aS 9 aes Sem Ene eer rere Boks | 5G a Bh A ROL ay eee es eae
SERA OE REPS MRY Pas Eersek car ae ea eg ee a Ge on Capea es ae a ae ee pene (SE aie ee A ble SMR Teese SRS Rare ae Bie Shes aioe Bh oe pe Boe
ie ae ne ty TE ee ae a ee a Gre es Peas Ra a aca a! Sa aes Coe ee Sees are ap: ee ee en Bee ae he wb i
Pee aoe Caer Brace ee ee a sa SE RAT SRC rte et eas re ee gy oe one Reyes SRS SG, ie oy en See SRO Ee 5.
Supa a a a Be Raw eA BH Pea ee ee ee a Blea Te ee See es AO ERS Be EE Cr Ee ieege Gh Bee
Or eee ewes Sic aa terre ce eae) Ree cieene $y Aa SA ee eae Ea eee ee Bes 8 Er tee ee oe ENE iS oak ea ee Rae By a pb
eee eine Me ere acs FG AA ae eee Re Re Rt ae ee Pe ae «ie eee Eee Ee
are a ns ee Saas eee nse were a See eemcaen mre. Sree ae ames © cle ie a Meee 9 anh BBs COS Ra i. ASA mR Sn aes ama oe ae .
pe eee Ge amas ag oS eee. eee Beas ge ee vee Pe eg eee as Bo ve CURE Aa ese ia Peace seg
POR hr SOTO COIR Sees} Sg Re : BYP ev em eats as Ra (RR cee Seca ie he A - is NESTS RR | RRR AIC ESE ‘Cycom, an
ee eee ta ws Acasa 3S. me GES Base rm teen ie ee See ae ee aes ra hae ERS eee NCS Meee >
Steere ed pa Sets Fee eee ae ree Pee ae ws ees ee Bh Seas ome emt 3 eS Oy Bas 5 at Be SN BS apr (| met:
Pele eee ce tee es Soa ee “ye deta Say oi Bo ise Beet PECAN ad AS EM. Boo TERA ee es BEE IR Oe oe eae Soe Whee Aga Toe a ""36
eee ee e co BR oe ca sere a ey et eee eee SEN NER a apne a Sep G ee ae NN Se ee een Pee SAUER 3 ee
oe Rasen Peace ee Ae poe ee + eae gi eA eke ee: iy 3 a Sed eRe anteRe a Se RG Oe ss Tea saa Ream Denke 3 Favs Ag
ee So Ee Pe baa lans ee ae cae nk ae ae cele Mee Bree Te eg. ASR ee ee ae ep MSR al ase. BRR nce eta ge =
Sek ea cn Lioen Pea eh ok ee eae ee be fe Be ts ES SB a. Ti BN: Be Sila aa iste eo
eae Gok aR Re een Fee aks
"
train_dataset/receipt_00613.png,"i Crispy beg Carn ae Oy
4 belgie
Steam Rice 56 (00
2 dab, Oe
a A
"
train_dataset/receipt_00739.png,": Xx N ® i 7
ee anit "" i ‘|
Sen. RD
1 Sprite (L). 25.000
1 Lemon Tea (L). 25, 000
meee | 2S séEXttra Jelly Lychee. 10.000 i
TOTAL A
CASH 100.00 ie
CHANGED 40,000 fie
we ‘
"
train_dataset/receipt_00787.png,"ear Sh Petadoand aan ee ae
ee ea” Hy - ae ae
sent 5 ; ts 3 on em ae ee ;
e
*
, . oo.
ot PA ea
. L . : a TT Rab ate 1
Oe
: ge
c ‘ ~ . . . ,
: Soy chee Pout ' .
‘ . . wo ve
. Co
Tah op eS, /
: : eb ge CO a
ae on ke oy
- ee, pr ee tae re . Be lee Talay EL et
RARER Re heeemewene gues eed ae
sees es we lelokas, : faeces Neo Ae SEED ERNE agg
eet te a Fe ee - Sib on ce SOE a eerie a, 37.
oe ee Sp ge AAPA ooo ASR aS ora
: Le ata, Sa Sie Fb aA Ae os a ay I ce, Soe Ot ege Sc  | ae cS ee ES
. 65H 8S Sede sil ae RENO + edad Bisg feo he ep yor
CRS JP ORR SBS SSE Saas SIE Sa ee OOO NE sire ihe esa sO. Rasanas « siamnekemeapeth gt care
fe , tg epee Tee RE EN aN sR ae de Ete
oo pai ee a ee SG RN Aaa Be Mpeg poet Es st
. “aha rs ee) Aros Rd SE cl ene SE Naa
: A eee ‘ oc ot pangs Oe COTE hep ER Rr 4
oo Se lia. Agee eo Foe gestae 7 ot ae nate See:
%. ata sy eral eee Oe - apc Ae SVE f, i cP ax
woe op he en ASE RT ces re ge Sy a eps cae hs NE isk gate Be gsc yia8 8
"
train_dataset/receipt_00057.png,"‘ 1 1
1 PL. MUFFIN BLUEBERRY 14,000
1 RB. ABON AYAM 9,000
1 RB. COKLAT COFFEE 8,000
7 RB, RED BEAN 8,000
ITEM:4 SUBTOTAL 39,000
pes 4 DUE 38,000
CASH 33,000

Hl
: CJ
"
train_dataset/receipt_00307.png,"% ,
TR tay: /
nye out?
.
Yaezi
See
4%
"" ""
. 4 |
gem ee TE te me ae ~~
re oe
ian SY emma ane Are tee cape eres ween rt reat Oras See tem tee te tet or ore
ee ee
. “eis
a ee
. vm eT :
pee wees ee ene Five
ee ree ef
- een eee
roan aut wnt tin wage em ne we ne ba em ene en ene meen” — . :
tect oes F
, cet
= bod Bee ee
ry :
* Minever. fet ming gt
° ies _ gee’ em te
ce te eee .
ov
é
a secre
ae qos
i ; Pas 2 TPG
6h Paka? hhc Dads
beband ¢ LE Tee t
. ee oe 7 . : . . .
28s PSs ft
Bt he ; oon UE
. tai
we we ee ee et
soca cue one ne see to ne cars co aes meee SS
ste meee crue open teen ones “aah Mein cata cane nat ens ret cate “OR!
3 i BAR
* i i gf Fs
pew ate A eo!
i: wae aR} OE Ba
Piii ag moh of myn Ot \
: 2 ; Seed J 7 coo . os
; id Sth MES. : :
me MT “at
i a re
my wy bt SL ee
ee bye te weil S
rae
a oo 3
F | apo ts :
Rk m4 _ pl Te
4 t eos toto . . ~
et aa POMP QP HGS be ue
a Ae , mE PED ESS
“Tass EMS . |
Dee .
G ti te :

FT att, : |
Wn ey i |
; is ie

a rl , —_ :
Me ae .
, a iy hee quis Rete AOS Gang eek bute ae Hot =2=6=
ise aan : pene ge vad MOM Stine ome gud ate ote
(are
co ane
; ye
ren nS
To |
rol |
rT a | ;
tie a
- a ' |
a
ay
ag
7
4 2
i.
y y
7
i |
ee
; uy roy
eo 1 -
pos 2 2
a oo
ce rt .
Sue | : mu |
- Ya we oa ad vA. “
cia ek /
AMS as - Sak |
Boy: gh 7
us oe -
“g0 i : h ot _ / |
posta: GRR
By 3k ie oe ' . /
em Be ye A . 1 - ,
Ez ii a 3 ; }
a . |
ye i : ;
IR eO - ce eit ’ = . -
Pei sae gab: eet |
: ES cat. -. € Fog oR
"
train_dataset/receipt_00525.png,"TRIPPLE CHEESE

1 47,000 47,000
eTOTALSst—<“<i‘ié™S;*~*~*;*« OO
3RAND TOTAL 17.000
LAZZ 7641 Vee
‘HANGE DUE °
seagate me
SILL ones ONO
“ASHIER fae *

200 aE: er
"
train_dataset/receipt_00588.png,"ee 3 alee
F ae
aes |
A JN CE nn
: 1 Paes. 3
ae: oe Pe:
Eke
abo
‘
7
SHC eh bab ad oop thet , ys,
ftp ETP ° ay
7 aati]
my oot vy
wh Et Lay
WE, Pour ad Jit, ob
REST ALR ANT Wye bcore
PRAM) Penh en
Oo PARNC TEL Li ceie i ae mw
Chenge:t
meet Dit DPR ae Bt
es 2 malas
"
train_dataset/receipt_00409.png,
train_dataset/receipt_00287.png,": . 23,000 28,000
— TOTAL 28,000 r
cH 28 ,000
ae
"
train_dataset/receipt_00400.png,"Ro RR AU We a
i Aae
4 %
) j rn
Oo OMe eseeene 27278
god NAST GORENG 27,273
2 ES TEH TAWAR 13,638
""ITEMS 5 106,003
. VAT 16% 10,060
— Before Rounding 410,003
Rounding -3
Total......... 110,000
BCA ECR : 110,000
rarer nares ’ |
Na fee) a ye Tee |
HVA ARAN Wi
"
train_dataset/receipt_00251.png,"‘
i
j .¢
«
a
/
ct
oF
2
7
ene eee en nee ee ee ee
“?
somo non an oma
4 Overrice Csuuurey dtetet
wooo
aa
new y an RAN om
SULIT UL dL dfgtet gy
rs Loansad
PDs bal ta A
yy
ee er re it
= soa tm me
Intaie Vay SCM
tie wo WAG
toemema algae’
. aAR AAR
Lasts Luu, UU
ne AA AA
Charge i OU UU Sy
a
nn an oo a lea i
"
train_dataset/receipt_00293.png,"1 Nasi Liwet ~
1 Nasi Uduk Ayam 49.000
1 Ayam Garang Asem 47.000 | |
1 Ayam Kremes 48 009
1 Nita Penyet + Nasi 4? 000
1 Nasi Goreng Gila 45 G09 _|
1 Nasi Goreng Rawon 52.009 |
1 Mendoan a3 0g
3 Teh Tawar Dingin 31 000.
1 Teh Tawar Panas 330g
oo a Te 1 ‘g dt
subtotal ag
Servi Charge 57 e
Pajak Rest 107 ; x 2c
: ""409
12 Total dee 2394
Bae
tense SO vee PEE ie
ae ane e ease ee a
"
train_dataset/receipt_00632.png,"2 MACARON BLUE -22, 000
SUBTOTAL - 20,000
TAX 10% 2,000
Total

-22, 000
CASH -$2, 000
CHANGE -30, 000
"
train_dataset/receipt_00499.png,"eae £ ,
Ee 2
as © ia
TRC eac ko dhcp kosencey sob baker :
TREC HR Re rob ceokkbekbbochaeaahkiaek
ce aee
ee,
ee IFUMT 47.818
fee = «Bihuin Goreng 35.454
ciel 1 Nasi Boreng 31.818
Se Pentulatan + 1
pa Subtotal 108.080
ee PB :
os ao
itl tH.
ee
coe pun one vtussmususmnuaneesesacsegemme
ee te cd
Se nesseee _#osansnSSsSESHESSScstSSsScess S
Se , Ce 18 hg alee eae
"
train_dataset/receipt_00537.png,"2 ‘ Pipe a
3 oa ee « ic :.
gm S EN 3 eth sh >, :
Sg Lae er eh ,
ae 2 gs NE , *
re eee «i a 6s Shy Pe
ea’ ae pee Beles eee
gp song Late F Sete
a we et “7 . a - be
. pa ad io . . ee OE ey wh ae ‘i
ey 2 ry od AZ ee Rite Weak . ‘ ""aie
Nes ee By OE RE Pe Be Fila!
eG ee wad . > ms ’
Be oe eT aE Aa eis
2 an od san  * a ee ‘ ""
en od bs > Soe ad a ee 44
gt Fe Oe ie sata : :
mma! Ped we oe eT ae -
ahi e tisk We cya eae Fait a ‘
Oop : a an ~
Pe gaa PE Et a ®
ae 63 2 ea 3g wa Cal * a ‘e ) Z ’ ‘ :
a he “ CF yee, . ey .
ey Ce ein a ih ms a = P
bot So eg we . bai oS  * - . »
SS * , abet Cite i yale
Re eee get Tad ae
j , an . 3
ee io eo... = * ss * °
ES ae ant aes ae en ‘ ; ""
Noh a Se” ee Neos % oT ""4 a
Mes od b ad Oe as , y .
ages ee gs . . , ii ¥
43 [ eee x , vm ™ % be
. eee Ig re epi oy oe be
» ""> e Aice BPS eed Pee a 7 a ;
(fe take. 7 Z ‘| & +
eer ss ‘ Se aia ee ee j - J
SG oe nr eee te. oi 8 , _o. .
Ss Pi OBES es a ss Woe tg a3 4 ve q » G4 j
<a oe S Li. . bs
kn ee TE ase ; A ct
PO ae ees .
See ee A a ae ae g-. 4 :
Rg ag st . Sg *
Sl a es a -? : ae . é -
ae yee es “929 ” st mo rt :
“2 hH ae hg Lf : * ry ee Pe ' ns Lf Be rg . A
ta a Fo, Be f Wee ie PoP eae s oe a r , .
Se ae apt ge ee ;
Me Se ee ee OTe eae eae as
on a oe x eee « pe 3 at Ah 3s ne ai’
* * 4 = = bs » +
i ee er Pe ee rere a a , 7 ne
ip ee te ~ ~ te ee ches an . ec is. < "" : .
. > ee 3 ~ ap ae y a >
9 Pe RE: = ee ~ . 2 i :
| ae .s » se 3 ~ m - te R- nae 4g % , . eS a
teh eS s 5 ""Thage he a : ry ‘ oi 4 :
“4 ie 4 ae a te ye . fi. > “ ie
ee 6, a ee 7 = a “eu
Oe ae ef . - a : i ‘ 7
fs » *
ae g: Ly os *- Ss = } ; ie .
: Se a o
ae ri t,. A A - a
e FF ig
= 5 .
. . - a }
7, A J
Fox oe cee! "" ¥
* g ‘ CY :
3 - < > . tw,
» aE i
wa » Te as
ry Z fe Dae
“ ny * ce fe
4 e9 aaa
: 3 “ a aaa a
: "" es sd
oe ge! an sy ons ie) Pe
- n eo | a st ;
” eae ae adh Fs ede | s aay .
4 ne al | = .
: ‘ © = . . "" 4 aad
a a ""s ss Z - F 5 .
Ege “ ‘ L : a ee ”
3 P| . . . 4 # = mas _ 7
4 ': 3 | »4 €2
' 7 . t "" i 3 EP Saar
—_ ; ~ . 4 eda dk d ere
A DS Dy
> on : . a +"" a many
f * oy PY
a, rs Oc. 2 Le
aay
. te A a
< 4
SS 2 Pict ° ; a. 5
as i &. fs
& 4 555 -y) SRL bs fein a gs et if #5
ae 7 7 ~ . at Ory BS
Bi oe es ’ 4 £9 gS) BE Set Fa
a ae — ot : gees . flo Os af £ ¥: gf
a c poe . ; Fan. ae tie we ght Ete
a ae ee eee A Ae OLN pet 4 Pe ee gg gh TR
ae 7 7 Fal ca ei #3 ae eae! gg i Be Ke Be
. a i : i oo fag zd i fds 3 oF ce tet al es} BS ae sce fe oe we
a 7 : D a : FY Q.05 a: Bg Sa oe ce ae Fats itis sg £5 ag x ? we
i an - : ts ee eS Re oe ee ie co Pe Fe eS auf OE:
a aed a rd 3 rl - 4 Tees ce <n. “ py i rofl sf fF a F Ry
7 : a rh = EE © ae ee Bae ae Be Se ae ae
a : el 7 ‘ ne ae ee Pe aa eS.” oe ail i Sr
a ees a af Bee. a PS 2 ot ae ee
res a Vt FS ae it eee soe
| ; - a : ae Tee ae? 7 & a BPs re oe
a ; Coe ‘ Pier at Me
ne a = gee 5 et A Ae ses
; a a a ee eee: ye A Oe can a
a : a rs td pe 2 ae es te os og TE
CE Ze” Pek Ot Ta BP ak ail. Slee ON Be ee
; re oc re 7 i POI OP at gf
ee cat te ie me nt th Sake Bee
a 8 Cr et oe 2 RB ne ae ee
, : ap pe a ee he a ae nine Sie ee
» pl ET S, ie ES ee
a , ee eC ae “a eo Pg ae PP 2 eee eo 2
nee ea ae i a an a ne <a ee PS ae ee
7 er ee es ue a s Dice SN ae os a al ee eee Y
5 dee 96° Fae ie Pe Poe ah de Oe fa
; ne ‘s te A ee er al : a ae wn a
: UNUM aR ci a cn ne or ay eels ae act i < i e-5""
Pee Oe ee Ee
7 eo Se CE Oo ane) Sid aa ; yp ws P as - ae
ee eR, 07, Scat Pare eh ; a I i kat it
Pe gt BR Ee SO, SS CA 7 Pa ree BOR Ber ae
ere wage OE Be ed of eee
Pe aie Sa GS oy er ee earns aed a ras eee Re eo
Po? ee. ae: Bre eee
‘gitaade } Re sels, Seat ae an) ar eee a i se cn ne ea er BP Fe oe Peo
"
